YMD,PM2.5,PM10
2024-08-09T01:00:00Z,1.053470588,6.452607843
2024-08-09T01:00:00Z,1.499,14.8798
2024-08-09T02:00:00Z,1.46945,12.743983333333333
2024-08-09T03:00:00Z,1.6313333333333333,14.720466666666667
2024-08-09T04:00:00Z,1.6277,13.563416666666667
2024-08-09T05:00:00Z,1.5774166666666667,11.534166666666666
2024-08-09T06:00:00Z,1.6104,9.219716666666667
2024-08-09T07:00:00Z,6.3392,41.48581666666667
2024-08-09T08:00:00Z,8.31825,48.318616666666664
2024-08-09T09:00:00Z,8.207083333333333,41.7221
2024-08-09T10:00:00Z,7.108616666666666,31.439816666666665
2024-08-09T11:00:00Z,7.63725,32.05055
2024-08-09T12:00:00Z,8.260116666666667,26.70628333333333
2024-08-09T13:00:00Z,8.957216666666667,30.6054
2024-08-09T14:00:00Z,9.303183333333333,32.20415
2024-08-09T15:00:00Z,8.831766666666667,27.955283333333334
2024-08-09T16:00:00Z,11.138283333333334,46.28601666666667
2024-08-09T17:00:00Z,12.904766666666667,54.06655
2024-08-09T18:00:00Z,10.150583333333334,35.76166666666667
2024-08-09T19:00:00Z,3.7377,9.39665
2024-08-09T20:00:00Z,2.6252,8.096683333333333
2024-08-09T21:00:00Z,1.5627333333333333,7.399383333333334
2024-08-09T22:00:00Z,1.25155,6.80135
2024-08-09T23:00:00Z,1.0794666666666666,6.643633333333334
2024-08-10T00:00:00Z,1.0259666666666667,7.87835
2024-08-10T01:00:00Z,0.86505,5.705266666666667
2024-08-10T02:00:00Z,1.2768333333333333,7.7107
2024-08-10T03:00:00Z,2.8056666666666668,16.7411
2024-08-10T04:00:00Z,3.3846166666666666,16.55435
2024-08-10T05:00:00Z,3.5031833333333333,18.26405
2024-08-10T06:00:00Z,4.448833333333333,15.704466666666667
2024-08-10T07:00:00Z,5.371266666666667,19.17055
2024-08-10T08:00:00Z,4.9741,16.718316666666666
2024-08-10T09:00:00Z,3.9180166666666665,12.71725
2024-08-10T10:00:00Z,4.382066666666667,11.55465
2024-08-10T11:00:00Z,4.19045,10.467116666666668
2024-08-10T12:00:00Z,3.9478166666666668,8.696366666666666
2024-08-10T13:00:00Z,4.086216666666667,9.24635
2024-08-10T14:00:00Z,3.7636499999999997,8.627316666666667
2024-08-10T15:00:00Z,3.176416666666667,7.602833333333334
2024-08-10T16:00:00Z,3.2889666666666666,8.306049999999999
2024-08-10T17:00:00Z,3.1333166666666665,6.0464166666666666
2024-08-10T18:00:00Z,2.7464666666666666,6.4455833333333334
2024-08-10T19:00:00Z,2.439016666666667,7.737666666666667
2024-08-10T20:00:00Z,2.4592,7.8941333333333334
2024-08-10T21:00:00Z,3.982666666666667,11.564116666666667
2024-08-10T22:00:00Z,5.3989666666666665,12.663066666666667
2024-08-10T23:00:00Z,5.214083333333333,13.4394
2024-08-11T00:00:00Z,5.362566666666667,15.060166666666667
2024-08-11T01:00:00Z,4.647033333333334,13.86105
2024-08-11T02:00:00Z,3.1648666666666667,12.015433333333334
2024-08-11T03:00:00Z,3.1482666666666668,13.137183333333333
2024-08-11T04:00:00Z,3.0803333333333334,12.322066666666666
2024-08-11T05:00:00Z,3.285,12.814366666666666
2024-08-11T06:00:00Z,3.6084666666666667,14.641433333333334
2024-08-11T07:00:00Z,3.6083333333333334,11.510616666666667
2024-08-11T08:00:00Z,2.9058,9.740516666666666
2024-08-11T09:00:00Z,2.5280833333333335,7.824933333333333
2024-08-11T10:00:00Z,2.399033333333333,6.511933333333333
2024-08-11T11:00:00Z,2.648616666666667,6.417366666666666
2024-08-11T12:00:00Z,2.72195,5.590066666666667
2024-08-11T13:00:00Z,2.651283333333333,5.23245
2024-08-11T14:00:00Z,2.5342333333333333,5.9218166666666665
2024-08-11T15:00:00Z,2.557366666666667,4.86355
2024-08-11T16:00:00Z,2.4662333333333333,4.358266666666666
2024-08-11T17:00:00Z,2.5953166666666667,5.815733333333333
2024-08-11T18:00:00Z,2.6876333333333333,6.3267
2024-08-11T19:00:00Z,2.9962666666666666,7.0683
2024-08-11T20:00:00Z,2.7635833333333335,7.981283333333334
2024-08-11T21:00:00Z,2.143483333333333,6.852716666666667
2024-08-11T22:00:00Z,1.4952,4.221283333333333
2024-08-11T23:00:00Z,1.8693666666666666,4.7774833333333335
2024-08-12T00:00:00Z,1.7958333333333334,4.54695
2024-08-12T01:00:00Z,1.6860166666666667,5.447666666666667
2024-08-12T02:00:00Z,1.66245,5.23895
2024-08-12T03:00:00Z,1.9017333333333333,4.941683333333334
2024-08-12T04:00:00Z,2.0705666666666667,5.916166666666666
2024-08-12T05:00:00Z,1.9453333333333334,5.441016666666667
2024-08-12T06:00:00Z,2.0892833333333334,6.876816666666667
2024-08-12T07:00:00Z,2.1660666666666666,6.535733333333333
2024-08-12T08:00:00Z,2.243916666666667,7.069716666666666
2024-08-12T09:00:00Z,2.40445,6.2176
2024-08-12T10:00:00Z,2.4444166666666667,6.369633333333334
2024-08-12T11:00:00Z,2.2575333333333334,6.967983333333334
2024-08-12T12:00:00Z,2.295183333333333,5.970583333333333
2024-08-12T13:00:00Z,2.0231,5.7066
2024-08-12T14:00:00Z,2.4101333333333335,6.69225
2024-08-12T15:00:00Z,2.1882166666666665,6.16605
2024-08-12T16:00:00Z,2.14495,5.804566666666667
2024-08-12T17:00:00Z,2.3843666666666667,5.132933333333334
2024-08-12T18:00:00Z,1.51105,5.804016666666667
2024-08-12T19:00:00Z,1.1887666666666667,2.5143
2024-08-12T20:00:00Z,1.0781833333333333,2.6843166666666667
